8958.645211	LOG_VERSION	2
7695.494825	GYRO	7266.787621,0.017737,0.064864,0.169484
7695.495636	GYRO	7266.796967,0.061312,0.158892,0.245982
7695.504483	ACC	7266.814035,0.240753,-0.510849,-0.768463
7695.514229	ACC	7266.823756,0.238861,-0.503098,-0.768326
7695.513392	GYRO	7266.806363,0.084565,0.259387,0.315724
7695.515647	GYRO	7266.815709,0.078475,0.335830,0.376479
7695.527223	ACC	7266.834553,0.216553,-0.493042,-0.761688
7695.554647	ACC	7266.845662,0.203949,-0.490417,-0.761795
7695.555139	ACC	7266.854330,0.203995,-0.480713,-0.758698
7695.555608	ACC	7266.864261,0.192337,-0.479095,-0.756882
7695.557186	GYRO	7266.824870,0.049530,0.355860,0.420195
7695.569006	GYRO	7266.834216,0.008643,0.308850,0.423889
7695.570103	ACC	7266.874654,0.173859,-0.479599,-0.753281
7695.570863	GYRO	7266.843565,-0.032372,0.200803,0.379467
7695.571504	GYRO	7266.852911,-0.058697,0.068518,0.322358
7695.572174	GYRO	7266.862264,-0.080809,-0.031295,0.278967
7695.572641	GYRO	7266.871610,-0.106284,-0.071763,0.248187
7695.579115	ACC	7266.884217,0.173843,-0.478653,-0.751343
7695.585006	ACC	7266.894436,0.173813,-0.485474,-0.752441
7695.587307	GYRO	7266.881111,-0.115653,-0.079542,0.232202
7695.588143	GYRO	7266.890457,-0.095399,-0.081449,0.235519
7695.595623	ACC	7266.905083,0.185593,-0.477219,-0.761780
7695.605589	ACC	7266.915098,0.212769,-0.476624,-0.757523
7695.606553	GYRO	7266.899658,-0.058634,-0.075353,0.250195
7695.608276	GYRO	7266.909004,-0.030562,-0.046946,0.266064
7695.616102	ACC	7266.925620,0.222458,-0.473526,-0.753464
7695.626237	ACC	7266.935430,0.218491,-0.477631,-0.746841
7695.627409	GYRO	7266.918497,-0.008856,0.007232,0.280819
7695.628234	GYRO	7266.927843,0.020777,0.086385,0.292082
7695.636686	ACC	7266.945989,0.210724,-0.480743,-0.747009
7695.642748	GYRO	7266.937052,0.053783,0.178043,0.299884
7695.643606	GYRO	7266.946398,0.069482,0.236806,0.303214
7695.647502	ACC	7266.956957,0.194214,-0.483978,-0.752136
7695.657119	ACC	7266.966541,0.193222,-0.486923,-0.753174
7695.662760	GYRO	7266.955985,0.060058,0.232400,0.287227
7695.663873	GYRO	7266.965331,0.039604,0.177790,0.234647
7695.666732	ACC	7266.976255,0.192215,-0.492813,-0.752350
7695.677550	ACC	7266.986651,0.178574,-0.493256,-0.744812
7695.680358	GYRO	7266.974594,0.031451,0.101530,0.147620
7695.681176	GYRO	7266.983940,0.040038,0.021326,0.047886
7695.687080	ACC	7266.996562,0.189301,-0.490997,-0.748489
7695.697106	ACC	7267.006489,0.202042,-0.475983,-0.752823
7695.698522	GYRO	7266.993139,0.050777,-0.045454,-0.044987
7695.699322	GYRO	7267.002485,0.059831,-0.083337,-0.119521
7695.707284	ACC	7267.016825,0.201111,-0.469193,-0.752686
7695.718225	ACC	7267.027706,0.202042,-0.461563,-0.739960
7695.719349	GYRO	7267.011980,0.063764,-0.101555,-0.166526
7695.720154	GYRO	7267.021326,0.052260,-0.123904,-0.188226
7695.728383	ACC	7267.037849,0.207779,-0.473160,-0.738190
7695.735268	GYRO	7267.030676,0.033508,-0.141075,-0.192693
7695.736086	GYRO	7267.040022,0.024922,-0.125555,-0.189207
7695.739558	ACC	7267.047466,0.213547,-0.484650,-0.742203
7695.748784	ACC	7267.058139,0.208618,-0.491653,-0.738571
7695.753733	GYRO	7267.049230,0.024236,-0.082689,-0.196090
7695.754540	GYRO	7267.058576,0.028378,-0.041471,-0.231651
7695.759311	ACC	7267.068352,0.227036,-0.496094,-0.737442
7695.771081	ACC	7267.079049,0.231812,-0.498001,-0.731598
7695.772567	GYRO	7267.067935,0.050703,-0.018552,-0.293673
7695.773360	GYRO	7267.077281,0.101747,-0.003696,-0.376494
7695.779219	ACC	7267.088729,0.228821,-0.500275,-0.718185
7695.790670	ACC	7267.099450,0.226929,-0.491547,-0.718018
7695.793087	GYRO	7267.086765,0.162422,0.004703,-0.465100
7695.793893	GYRO	7267.096111,0.197490,-0.023761,-0.534063
7695.799621	ACC	7267.109144,0.203781,-0.488892,-0.735687
7695.810949	ACC	7267.119833,0.174606,-0.482025,-0.722412
7695.812414	GYRO	7267.105462,0.197523,-0.096370,-0.563841
7695.813212	GYRO	7267.114808,0.178330,-0.159704,-0.567148
7695.820962	ACC	7267.130506,0.153152,-0.482788,-0.708237
7695.829079	GYRO	7267.124157,0.151247,-0.175693,-0.584172
7695.831881	ACC	7267.140105,0.145370,-0.476273,-0.700485
7695.832799	GYRO	7267.133503,0.130322,-0.201017,-0.639048
7695.842250	ACC	7267.150983,0.165894,-0.455322,-0.698792
7695.847180	GYRO	7267.142713,0.116491,-0.292921,-0.738645
7695.847994	GYRO	7267.152059,0.087643,-0.409229,-0.874816
7695.851553	ACC	7267.161097,0.221359,-0.431549,-0.697510
7695.862053	ACC	7267.171286,0.297104,-0.417175,-0.687454
7695.865059	GYRO	7267.161626,0.028139,-0.469971,-1.006235
7695.865855	GYRO	7267.170972,-0.029443,-0.435044,-1.073513
7695.871993	ACC	7267.181540,0.328217,-0.423965,-0.702621
7695.884164	ACC	7267.192664,0.296341,-0.441696,-0.740158
7695.885614	GYRO	7267.180251,-0.046927,-0.311784,-1.064271
7695.886430	GYRO	7267.189597,-0.028381,-0.138904,-1.020876
7695.892854	ACC	7267.201793,0.229126,-0.479385,-0.742874
7695.903704	ACC	7267.213196,0.115494,-0.482254,-0.737747
7695.905053	GYRO	7267.198986,-0.002578,0.030329,-1.017634
7695.905848	GYRO	7267.208332,0.019944,0.120916,-1.151873
7695.913833	ACC	7267.223353,0.092316,-0.464279,-0.738663
7695.923390	ACC	7267.232948,0.186829,-0.440109,-0.763870
7695.922474	GYRO	7267.217650,0.035860,0.050762,-1.493457
7695.927264	GYRO	7267.226996,0.025169,-0.199629,-1.980378
7695.934141	ACC	7267.243671,0.299438,-0.416214,-0.743439
7695.941793	GYRO	7267.236344,-0.022713,-0.510449,-2.400594
7695.943778	ACC	7267.253293,0.355423,-0.411697,-0.696167
7695.944506	GYRO	7267.245690,-0.070653,-0.696941,-2.534343
7695.955001	ACC	7267.264026,0.344376,-0.414810,-0.641312
7695.959080	GYRO	7267.254893,-0.065522,-0.668547,-2.289138
7695.959932	GYRO	7267.264239,-0.021708,-0.482137,-1.773749
7695.964711	ACC	7267.274206,0.301910,-0.433487,-0.696426
7695.977454	ACC	7267.284876,0.268234,-0.432709,-0.736496
7695.978973	GYRO	7267.273730,-0.012062,-0.242197,-1.269629
7695.979781	GYRO	7267.283076,-0.062741,-0.071450,-1.056213
7695.985086	ACC	7267.294620,0.253799,-0.420273,-0.743195
7695.997224	ACC	7267.306445,0.259247,-0.426712,-0.697845
7695.999846	GYRO	7267.292284,-0.121413,-0.105343,-1.241505
7696.000660	GYRO	7267.301630,-0.118577,-0.382409,-1.731938
7696.006592	ACC	7267.316124,0.254074,-0.430466,-0.654510
7696.017604	ACC	7267.327075,0.249985,-0.438690,-0.633499
7696.018585	GYRO	7267.311128,-0.061429,-0.772885,-2.301742
7696.019396	GYRO	7267.320474,-0.040466,-1.074697,-2.708621
7696.026595	ACC	7267.336110,0.232193,-0.416550,-0.704773
7696.052327	ACC	7267.346072,0.145752,-0.376251,-0.796921
7696.052821	ACC	7267.355804,0.146317,-0.331772,-0.834641
7696.054529	GYRO	7267.329866,-0.096115,-1.153446,-2.835474
7696.056246	ACC	7267.365810,0.126862,-0.307358,-0.806381
7696.055386	GYRO	7267.339212,-0.161057,-1.047526,-2.726242
7696.056907	GYRO	7267.348372,-0.173954,-0.933774,-2.492411
7696.061948	GYRO	7267.357718,-0.146393,-0.967983,-2.245033
7696.066551	ACC	7267.375961,0.128845,-0.294662,-0.803192
7696.071513	GYRO	7267.367069,-0.115020,-1.155872,-2.083589
7696.072336	GYRO	7267.376415,-0.117634,-1.363386,-2.059456
7696.076851	ACC	7267.386316,0.317413,-0.274216,-0.816544
7696.089182	ACC	7267.398017,0.422989,-0.283691,-0.793015
7696.093586	GYRO	7267.386019,-0.198874,-1.411252,-2.116258
7696.094434	GYRO	7267.395365,-0.371709,-1.171398,-2.130182
7696.097375	ACC	7267.406811,0.429138,-0.317688,-0.731827
7696.110533	ACC	7267.417958,0.396729,-0.366318,-0.726517
7696.113383	GYRO	7267.404611,-0.531718,-0.632949,-2.026217
7696.114207	GYRO	7267.413957,-0.515699,0.045183,-1.797282
7696.117734	ACC	7267.427254,0.320328,-0.401169,-0.797897
7696.127637	ACC	7267.436950,0.275513,-0.369659,-0.885803
7696.130202	GYRO	7267.423307,-0.287388,0.613940,-1.507706
7696.131017	GYRO	7267.432653,-0.000509,0.880317,-1.296333
7696.138063	ACC	7267.447530,0.263443,-0.314011,-0.909927
7696.147639	ACC	7267.457173,0.284760,-0.264587,-0.858337
7696.146832	GYRO	7267.441857,0.172454,0.781601,-1.309948
7696.149073	GYRO	7267.451203,0.215554,0.422542,-1.572550
7696.159331	ACC	7267.468398,0.309052,-0.233261,-0.829300
7696.165214	GYRO	7267.460556,0.203767,0.010506,-1.955140
7696.166042	GYRO	7267.469902,0.159226,-0.295280,-2.274530
7696.168849	ACC	7267.478386,0.311935,-0.201538,-0.797699
7696.180645	ACC	7267.489852,0.283569,-0.207550,-0.771164
7696.185339	GYRO	7267.479249,0.037357,-0.473365,-2.394087
7696.186163	GYRO	7267.488595,-0.164147,-0.605681,-2.264498
7696.188992	ACC	7267.498532,0.279312,-0.239227,-0.747726
7696.200317	ACC	7267.509133,0.319687,-0.281357,-0.733551
7696.205671	GYRO	7267.498099,-0.362069,-0.754509,-1.960735
7696.206489	GYRO	7267.507445,-0.449409,-0.897531,-1.670241
7696.209307	ACC	7267.518612,0.379608,-0.310226,-0.725571
7696.220639	ACC	7267.529955,0.420609,-0.321259,-0.764862
7696.223079	GYRO	7267.516790,-0.392333,-0.976797,-1.577737
7696.223877	GYRO	7267.526136,-0.229852,-0.931718,-1.717386
7696.229700	ACC	7267.539188,0.374390,-0.305191,-0.803818
7696.239079	ACC	7267.548625,0.341629,-0.268982,-0.802551
7696.242487	GYRO	7267.535487,-0.023424,-0.725122,-1.969644
7696.243322	GYRO	7267.544833,0.180342,-0.431503,-2.182944
7696.251050	ACC	7267.560541,0.311691,-0.222290,-0.780746
7696.259590	ACC	7267.569054,0.318237,-0.204178,-0.866257
7696.260972	GYRO	7267.554186,0.331505,-0.206264,-2.279021
7696.261771	GYRO	7267.563532,0.384885,-0.124489,-2.262171
7696.270068	ACC	7267.579614,0.253494,-0.169540,-0.876114
7696.279909	ACC	7267.589403,0.276855,-0.164948,-0.882446
7696.280723	GYRO	7267.572735,0.322208,-0.156658,-2.167816
7696.281537	GYRO	7267.582081,0.166286,-0.241393,-2.005278
7696.290439	ACC	7267.600008,0.364258,-0.136902,-0.857437
7696.297952	GYRO	7267.591429,-0.012761,-0.374001,-1.770391
7696.300241	ACC	7267.609700,0.349487,-0.126160,-0.819733
7696.299297	GYRO	7267.600775,-0.152032,-0.608865,-1.562076
7696.310912	ACC	7267.620145,0.264221,-0.173279,-0.748489
7696.315693	GYRO	7267.610127,-0.242776,-0.812776,-1.522519
7696.316509	GYRO	7267.619473,-0.272570,-0.729914,-1.596850
7696.322781	ACC	7267.630367,0.209335,-0.243011,-0.740097
7696.332492	ACC	7267.641604,0.238617,-0.290924,-0.807358
7696.335331	GYRO	7267.629007,-0.213940,-0.460511,-1.558304
7696.336158	GYRO	7267.638353,-0.111668,-0.399727,-1.381301
7696.343743	ACC	7267.652535,0.322952,-0.264832,-0.907074
7696.351465	ACC	7267.660993,0.373337,-0.209778,-0.979614
7696.352808	GYRO	7267.647669,-0.031370,-0.662980,-1.293476
7696.353609	GYRO	7267.657015,0.049736,-1.026359,-1.460040
7696.362018	ACC	7267.671538,0.370911,-0.174179,-1.013702
7696.371934	ACC	7267.681425,0.386505,-0.126602,-0.978638
7696.372580	GYRO	7267.666426,0.198135,-1.269701,-1.785184
7696.373620	GYRO	7267.675772,0.397240,-1.274170,-2.008697
7696.382539	ACC	7267.692053,0.332855,-0.130493,-0.940842
7696.392648	ACC	7267.701747,0.251022,-0.135025,-0.905365
7696.390620	GYRO	7267.685061,0.549354,-1.051111,-1.916836
7696.394154	GYRO	7267.694407,0.558940,-0.795258,-1.549093
7696.402823	ACC	7267.712325,0.179031,-0.144775,-0.894028
7696.408772	GYRO	7267.703611,0.396201,-0.699410,-1.171111
7696.409595	GYRO	7267.712957,0.158299,-0.791368,-1.010372
7696.414271	ACC	7267.723760,0.156509,-0.148682,-0.868347
7696.427014	ACC	7267.734924,0.184952,-0.170609,-0.793030
7696.429569	GYRO	7267.722452,-0.021649,-0.987156,-1.084883
7696.430368	GYRO	7267.731798,-0.101339,-1.192579,-1.265423
7696.435874	ACC	7267.745386,0.287277,-0.221283,-0.759811
7696.444663	ACC	7267.754180,0.329254,-0.221680,-0.791107
7696.447106	GYRO	7267.741145,-0.106403,-1.305676,-1.429241
7696.447905	GYRO	7267.750491,-0.046586,-1.241613,-1.548799
7696.455014	ACC	7267.764556,0.311371,-0.188187,-0.840897
7696.464814	ACC	7267.774273,0.240829,-0.185303,-0.885300
7696.465806	GYRO	7267.759702,0.073386,-1.002774,-1.621772
7696.466615	GYRO	7267.769048,0.217177,-0.699720,-1.608955
7696.475788	ACC	7267.784856,0.176987,-0.171936,-0.905243
7696.485082	ACC	7267.794587,0.147812,-0.161270,-0.886093
7696.485847	GYRO	7267.778549,0.362079,-0.473734,-1.499862
7696.486661	GYRO	7267.787895,0.486472,-0.380515,-1.350505
7696.495790	ACC	7267.805262,0.195206,-0.141312,-0.842514
7696.502004	GYRO	7267.797365,0.552800,-0.372257,-1.234012
7696.502825	GYRO	7267.806711,0.533603,-0.366721,-1.186913
7696.506917	ACC	7267.816363,0.263168,-0.093536,-0.799011
7696.518116	ACC	7267.827007,0.359512,-0.099564,-0.701141
7696.522334	GYRO	7267.815924,0.431321,-0.295463,-1.195487
7696.523138	GYRO	7267.825270,0.271968,-0.151863,-1.223218
7696.528415	ACC	7267.837875,0.374008,-0.111893,-0.701202
7696.551691	ACC	7267.847102,0.285217,-0.168793,-0.693024
7696.552200	ACC	7267.856276,0.155899,-0.203125,-0.695557
7696.553438	GYRO	7267.834492,0.100847,-0.016395,-1.249732
7696.555306	GYRO	7267.843838,-0.033214,0.034096,-1.264986
7696.556615	ACC	7267.866301,0.083588,-0.187439,-0.751312
7696.561714	GYRO	7267.853183,-0.096770,-0.007395,-1.280640
7696.562329	GYRO	7267.862529,-0.111817,-0.174255,-1.342392
7696.567401	ACC	7267.876800,0.062988,-0.149734,-0.822327
7696.578519	ACC	7267.887300,0.109375,-0.114243,-0.898209
7696.581203	GYRO	7267.872029,-0.113213,-0.513503,-1.502740
7696.582027	GYRO	7267.881375,-0.086967,-0.935048,-1.750327
7696.587792	ACC	7267.897314,0.194687,-0.085281,-0.992065
7696.598739	ACC	7267.908195,0.236160,-0.094467,-0.964630
7696.599668	GYRO	7267.890724,-0.018621,-1.238895,-1.989028
7696.600486	GYRO	7267.900070,0.063553,-1.307442,-2.092642
7696.609979	ACC	7267.917891,0.199020,-0.112289,-0.943314
7696.614937	GYRO	7267.909274,0.135419,-1.124019,-2.012898
7696.615768	GYRO	7267.918620,0.201590,-0.748384,-1.801377
7696.617833	ACC	7267.927359,0.125854,-0.113892,-0.894119
7696.628802	ACC	7267.937995,0.170425,-0.070786,-0.840408
7696.633561	GYRO	7267.927970,0.257860,-0.352155,-1.556569
7696.634386	GYRO	7267.937316,0.263657,-0.136387,-1.407677
7696.638688	ACC	7267.948227,0.160965,-0.068802,-0.736130
7696.650884	ACC	7267.959371,0.195877,-0.033432,-0.698196
7696.653442	GYRO	7267.946815,0.169566,-0.199199,-1.460961
7696.654249	GYRO	7267.956161,-0.041940,-0.488319,-1.701429
7696.659782	ACC	7267.968434,0.196793,-0.048920,-0.704300
7696.670755	ACC	7267.980026,0.175186,-0.123016,-0.738052
7696.673214	GYRO	7267.965508,-0.315085,-0.788026,-1.985073
7696.675437	GYRO	7267.974854,-0.562517,-0.846763,-2.186420
7696.679748	ACC	7267.989252,0.030624,-0.200272,-0.821899
7696.696143	ACC	7268.000373,-0.062988,-0.213852,-0.909500
7696.697190	GYRO	7267.984205,-0.697759,-0.641545,-2.299114
7696.698411	GYRO	7267.993551,-0.655726,-0.441942,-2.340671
7696.699375	ACC	7268.009067,-0.075790,-0.145111,-0.959457
7696.710392	ACC	7268.019864,0.011719,-0.034805,-1.015823
7696.709451	GYRO	7268.002907,-0.447294,-0.531983,-2.296056
7696.711933	GYRO	7268.012253,-0.196605,-0.953213,-2.245882
7696.720404	ACC	7268.029905,0.079163,0.023499,-1.024261
7696.727589	GYRO	7268.021455,-0.016268,-1.569756,-2.364846
7696.730055	ACC	7268.039545,0.026840,-0.047897,-0.967560
